0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	6.8187
13	13.6746
14	20.57743
15	27.52037
16	4.40181
17	4.40174
18	4.40168
19	4.40162
20	4.40158
21	4.40153
22	4.40149
23	4.40146
24	-9.09166
25	-7.28853
26	-7.07575
27	-3.59361
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	4.53369
51	9.08294
52	13.65299
53	18.24901
54	22.88388
55	4.4019
56	4.40182
57	31.21592
58	37.12958
59	43.00582
60	49.00415
61	55.08341
62	10.04453
63	10.04314
64	10.04187
65	10.04073
66	10.0397
67	10.03876
68	10.03792
69	10.03716
70	10.03647
71	10.03585
72	10.03528
73	10.03478
74	10.03432
75	10.0339
76	10.03353
77	10.03319
78	10.03289
79	10.03261
80	10.03236
81	10.03214
82	10.03194
83	10.03176
84	10.0316
85	10.03145
86	-23.69281
87	-21.55856
88	-19.39826
89	-17.22695
90	-15.02714
91	-12.79836
92	-10.5518
93	-8.29692
94	-7.06766
95	-3.5898
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	4.53347
119	9.08257
120	13.65255
121	18.24855
122	22.8757
123	4.40172
124	4.40168
125	20.61318
126	23.3117
127	26.03033
128	28.77088
129	31.53519
130	34.3251
131	37.14245
132	39.88995
133	45.91604
134	11.16661
135	11.16465
136	40.46087
137	42.68171
138	44.94627
139	47.22716
140	49.4935
141	51.81752
142	54.17486
143	56.54687
144	17.55537
145	17.55123
146	17.54748
147	17.5441
148	17.54104
149	17.53827
150	17.53577
151	17.53351
152	17.53147
153	17.52963
154	17.52796
155	17.52646
156	-20.26362
157	-19.65736
158	-19.03022
159	-18.38287
160	-17.716
161	-17.03033
162	-16.3266
163	-15.60556
164	11.12324
165	11.12543
166	11.12742
167	11.12922
168	11.13085
169	11.13233
170	11.13367
171	11.13489
172	11.13599
173	11.13698
174	11.13789
175	11.13871
176	11.13945
177	11.14013
178	11.14074
179	-35.72588
180	-31.80905
181	-27.84546
182	-23.83402
183	-19.80772
184	-15.72228
185	-11.64166
186	-7.05646
187	-3.58468
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	6.81827
208	13.67496
209	20.578
210	27.52152
211	4.40202
212	4.40198
213	4.40195
214	4.40192
215	4.40189
216	4.40186
217	4.40184
218	4.40182
219	-9.08779
220	-7.28401
221	-7.07095
222	-3.5934
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	4.5341
246	9.08378
247	13.65432
248	18.25088
249	22.87859
250	4.40226
251	4.4022
252	31.21403
253	37.13271
254	42.99782
255	49.00741
256	55.09008
257	10.0454
258	10.04405
259	10.04283
260	10.04172
261	10.04072
262	10.03982
263	10.039
264	10.03826
265	10.03759
266	10.03699
267	10.03645
268	10.03595
269	10.03551
270	10.03511
271	10.03475
272	10.03442
273	10.03413
274	10.03386
275	10.03362
276	10.03341
277	10.03321
278	10.03304
279	10.03288
280	10.03274
281	-23.69589
282	-21.56125
283	-19.4006
284	-17.21612
285	-15.01008
286	-12.78194
287	-10.54618
288	-8.28716
289	-7.05915
290	-3.58768
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	4.53375
314	9.0833
315	13.65371
316	18.25022
317	22.87794
318	4.40216
319	4.40213
320	20.61537
321	23.31432
322	26.03341
323	28.77446
324	31.53932
325	34.32982
326	37.14781
327	39.89587
328	45.92484
329	11.16833
330	11.16634
331	40.46722
332	42.68753
333	44.93274
334	47.20192
335	49.49647
336	51.81925
337	54.17525
338	56.55117
339	17.55735
340	17.55328
341	17.5496
342	17.54627
343	17.54326
344	17.54054
345	17.53808
346	17.53586
347	17.53385
348	17.53204
349	17.5304
