0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	11.32
21	21.43
22	29.86
23	42.49
24	51.68
25	57.57
26	16.37
27	25.09
28	71.38
29	35.36
30	29.56
31	14.27
32	2.04
33	-2.9
34	-2.76
35	-0.41
36	-2.73
37	-42.34
38	-26.06
39	7.5
40	12.67
41	13
42	16.77
43	29.31
44	52.5
45	58.08
46	52.67
47	17.31
48	7.12
49	9.58
50	-18.74
51	-37.46
52	-26.45
53	-14.34
54	7.72
55	46.12
56	56.71
57	54.77
58	53.86
59	40.35
60	24.28
61	21.74
62	16.24
63	2.58
64	10.69
65	19.08
66	16.4
67	10.72
68	10.69
69	13.59
70	27.84
71	28.24
72	16.88
73	5.55
74	-0.2
75	16.4
76	25.09
77	31.99
78	14.36
79	5.59
80	25.75
81	32.77
82	40.03
83	51.51
84	39.77
85	33.85
86	27.66
87	27.66
88	28.32
89	17.79
90	11.13
91	14.2
92	13.8
93	20.67
94	31.83
95	4.1
96	0.82
97	4
98	26.86
99	34.21
100	31.44
101	25.12
102	21.32
103	14.38
104	0.7
105	-2.58
106	20.49
107	27.55
108	35.25
109	35.81
110	40.35
111	33.6
112	26.5
113	11.96
114	1.14
115	-78.59
116	-75.21
117	-65.93
118	-56.63
119	-46.66
120	-37.17
121	-27.06
122	-17.12
123	-6.71
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	13.4
164	27.11
165	40.9
166	55.1
167	69.42
168	84.09
169	71.93
170	70.83
171	58.14
172	32.19
173	-5.67
174	-2.68
175	2.5
176	22.15
177	19.51
178	19.75
179	25.5
180	58
181	-5.59
182	-51.91
183	-20.09
184	-58.76
185	-23.77
186	-0.61
187	26.89
188	20.19
189	41.56
190	67.07
191	77.29
192	103.36
193	131.25
194	137.44
195	136.94
196	70.66
197	116.99
198	82.71
199	106.73
200	101.29
201	116.4
202	81.08
203	77.3
204	73.15
205	34.85
206	24.14
207	29.03
208	23.12
209	34.31
210	34.24
211	33.99
212	33.79
213	45.23
214	45.21
215	62.84
216	69.22
217	70.99
218	60.02
219	66.62
220	73.64
221	63.04
222	69.53
223	83.59
224	104.93
225	100.87
226	76.58
227	64.11
228	51.59
229	38.49
230	25.61
231	44.49
232	57.23
233	64.36
234	71.58
235	58.58
236	73.07
237	59.94
238	67.12
239	54.52
240	47.92
241	34.21
242	47.45
243	47.19
244	47.37
245	47.58
246	47.14
247	40.84
248	27.82
249	27.05
250	1.48
251	13.22
252	19.33
253	31
254	25.08
255	36.44
256	61.85
257	49.98
258	49.99
259	43.36
260	25
261	18.39
262	17.9
263	17.74
264	11.1
265	59.41
266	17.01
267	34.32
268	28.68
269	28.01
270	45.98
271	52.61
272	59.11
273	65.9
274	73.13
275	74
276	75.16
277	103.27
278	78.07
279	59.02
280	72.96
281	46.53
282	33.24
283	7.86
284	1.09
285	-11
286	-23.22
287	-17.45
288	40.07
289	39.93
290	16.32
291	-17.96
292	31.99
293	43.79
294	32.24
295	15.1
296	31.58
297	37.57
298	37.3
299	14.58
300	8.83
301	8.09
302	-13.29
303	-23.39
304	-23.38
305	-27.72
306	-27.84
307	-22.91
308	-27.04
309	-50.92
310	-37.64
311	-47.32
312	-31.23
313	-26.84
314	-16.15
315	-12.33
316	14.52
317	0.79
318	-15.34
319	-29.39
320	-59.09
321	-65.26
322	-20.1
323	-11.08
324	-2.6
325	-19.33
326	-17.49
327	-34.49
328	-14.65
329	-20.79
330	-14.98
331	-3.88
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	17.99
348	31.88
349	45.57
350	59.93
351	69.84
352	72.46
353	76.72
354	44.98
355	57.12
356	57.42
357	64.39
358	82.91
359	46.14
360	47.59
361	37.17
362	46.25
363	51.34
364	56.74
365	25.34
366	33.46
367	17.81
368	9.94
369	29.28
370	54.74
371	43.03
372	22.52
